
xml_document_id,ein,orgname,orgnamecrp,ultorg,document_link,dba,subsection_code,period_begin,period_end,change_addr_cbx,change_name_cbx,init_ret_cbx,final_ret_cbx,app_pend_cbx,tot_volunteers,all_year_employees,tot_rev_current,grants_orgs_us,expenses_total,phone,street,suite,city,state,country,zip,principal_name,firstname,middlename,lastname,suffix,web,org_type_corporation_cbx,org_type_trust_cbx,org_type_other_cbx,org_type_association_cbx,formation_year,legal_dom,efile,firm_name,firm_street,firm_city,firm_state,firm_phone,engaged_in_political_act_cbx,officer_loan_outstanding_cbx,officer_loan_provided_cbx,officer_business_rel_cbx,family_business_rel_cbx,officer_in_2orgs_cbx,related_org_cbx,own_controlled_entity_cbx,transfers_related_org_cbx,membership_dues,fundraising,related_orgs,gov_grants,contrib_other,contrib_noncash,contrib_all,service_revenue,total_comp_org,total_comp_related_org,total_comp_other,total_persons_100000,former_1a_cbx,anybody_150000_cbx,anybody_comp_unrelated_cbx,total_contractors,CASH_BOY,CASH_EOY,SAVINGS_BOY,SAVINGS_EOY,PLEDGES_GRANTS_BOY,PLEDGES_GRANTS_EOY,ACCOUNTS_RECEIVABLE_BOY,ACCOUNTS_RECEIVABLE_EOY,QUALIFIED_RECEIVABLE_BOY,QUALIFIED_RECEIVABLE_EOY,DISQUALIFIED_RECEIVABLE_BOY,DISQUALIFIED_RECEIVABLE_EOY,LOANS_RECEIVABLE_BOY,LOANS_RECEIVABLE_EOY,INVEST_PROGRAMS_BOY,INVEST_PROGRAMS_EOY,INTANG_ASSETS_BOY,INTANG_ASSETS_EOY,OTHER_ASSETS_BOY,OTHER_ASSETS_EOY,ASSETS_TOTAL_BOY,ASSETS_TOTAL_EOY,NET_ASSET_CHANGE,FUNDRAISING_MAIL_CBX,FUNDRAISING_EMAIL_CBX,FUNDRAISING_PHONE_CBX,FUNDRAISING_PERSON_CBX,FUNDRAISING_NON_GOV_GRANTS_CBX,FUNDRAISING_GOV_GRANTS_CBX,FUNDRAISING_SPECIAL_EVENTS_CBX,FUNDRAISING_PROF_CBX,FUNDRAISING_TOTAL_GROSS_RECEIPTS,TOTAL_PAID_TO_FUNDRAISER,FUNDRAISING_TOTAL_PAID_ORG,source,mark,orgid,cmteid,filingid,realcode,codesource,displayyear,expoutcands,recipfectot,recipfecattrib,schc,schCtot,dupe
9999574,510596352,VOTEVETS ACTION FUND INC,VoteVets.org,,https://www.documentcloud.org/documents/2838000-VVAF-2014-990.html,,04,2014-07-01 00:00:00,2015-06-30 00:00:00,,,,,,0,5,5550855,25000,7562008,616-415-8429,2201 Wisconsin Ave NW,320,Washington,DC,USA,10010,Jonathan Soltz,Jonathan,,Soltz,,www.votevets.org,y,n,n,n,2006,DC,,Gilbert & Wolfand PC,2201 Wisconsin Ave NW Suite 320,Washington,DC,202-342-6000,y,n,n,n,n,n,n,n,n,0,0,0,0,5548249,0,5548249,,418200,15300,0,2,n,y,n,5,2785452,417153,732708,1090264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,4000,3530127,1518510,0,,,,y,y,,,,,,,OS,y,,,12183,,,2014,3643513,0,0,y,3078566,
9999573,510596352,VOTEVETS ACTION FUND INC,VoteVets.org,,http://pdfs.citizenaudit.org/2008_06_EO/51-0596352_990O_200706.pdf,,04,2006-08-10 00:00:00,2007-06-30 00:00:00,,,X,,,,,3697821,0,2763172,616-415-8429,303 Park Ave South,1293,New York,NY,USA,10010,Jonathan Soltz,Jonathan,,Soltz,,www.votevets.org,y,n,n,n,2006,DC,,Gilbert & Wolfand PC,2201 Wisconsin Ave NW Suite 320,Washington,DC,202-342-6000,n,n,n,n,n,y,n,n,n,0,0,0,0,3429610,0,3429610,,117555,0,0,,n,n,n,0,0,918630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934709,0,,,,,,,,,,165605,5382694,OS,y,,,11893,,,2006,0,0,0,,,
9999572,510596352,VOTEVETS ACTION FUND INC,VoteVets.org,,http://pdfs.citizenaudit.org/2009_06_EO/51-0596352_990O_200806.pdf,,04,2007-07-01 00:00:00,2008-06-30 00:00:00,,,,,,0,0,1344982,0,1521375,616-415-8429,303 Park Ave South,1293,New York,NY,USA,10010,Jonathan Soltz,Jonathan,,Soltz,,www.votevets.org,y,n,n,n,2006,DC,,Gilbert & Wolfand PC,2201 Wisconsin Ave NW Suite 320,Washington,DC,202-342-6000,n,n,n,n,n,y,n,n,n,0,0,0,0,1344982,0,1344982,,168723,0,0,,n,n,n,0,918630,332711,0,421096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16079,16079,934709,758428,0,,,,,,,,,,,,OS,y,,,11100,,,2007,0,0,0,n,0,
9999571,510596352,VOTEVETS ACTION FUND INC,VoteVets.org,,https://www.documentcloud.org/documents/737872-votevets-org-2009.html,,04,2009-07-01 00:00:00,2010-06-30 00:00:00,x,x,,,,0,7,10750483,200000,11055855,616-415-8429,2201 Wisconsin Ave NW,320,Washington,DC,USA,20007,Peter Mellman,Peter,,Mellman,,www.votevets.org,y,n,n,n,2006,DC,,Gilbert & Wolfand PC,2201 Wisconsin Ave NW Suite 320,Washington,DC,202-342-6000,y,n,n,n,n,n,n,n,n,0,0,0,0,10690655,0,10690655,,222042,22544,0,1,n,n,n,4,55125,37902,836132,547315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8902,11801,903731,598502,0,,,,,,,,,,,,OS,y,,,10290,,,2009,0,0,0,y,200000,
9999570,470762497,PLANNED PARENTHOOD VOTERS OF NEBRASKA,Planned Parenthood Voters of Nebraska,,http://pdfs.citizenaudit.org/2009_08_EO/47-0762497_990EO_200812.pdf,,,2008-01-01 00:00:00,2008-12-31 00:00:00,,,,,,0,0,25847,0,29672,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11035,,,2008,0,0,0,n,,
9999569,470762497,PLANNED PARENTHOOD VOTERS OF NEBRASKA,Planned Parenthood Voters of Nebraska,,http://pdfs.citizenaudit.org/2012_07_EO/47-0762497_990EO_201106.pdf,,,2010-07-01 00:00:00,2011-06-30 00:00:00,,,,,,0,0,144375,0,140357,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11036,,,2010,0,0,0,n,,
9999568,470762497,PP VOTERS OF NEBRASKA,Planned Parenthood Voters of Nebraska,,http://pdfs.citizenaudit.org/2011_03_EO/47-0762497_990EO_201006.pdf,,,2010-01-01 00:00:00,2010-06-30 00:00:00,,,,,,0,0,48181,0,67377,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11037,,,2009,0,0,0,n,,
9999803,431699908,ADVOCATES - THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,Planned Parenthood/St Louis Region,Planned Parenthood,http://www.guidestar.org/FinDocuments/2007/431/699/2007-431699908-03aa0e0e-9O.pdf,,,2006-07-01 00:00:00,2007-06-30 00:00:00,,,,,,,,105711,,91140,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,12012,,,2006,0,0,0,,,
9999802,431699908,ADVOCATES - THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,Planned Parenthood/St Louis Region,Planned Parenthood,http://www.guidestar.org/FinDocuments/2006/431/699/2006-431699908-02c15239-9O.pdf,,,2005-07-01 00:00:00,2006-06-30 00:00:00,,X,,,,,,198971,,192567,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,12013,,,2005,0,0,0,,,
9999801,431699908,ADVOCATES - THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,Planned Parenthood/St Louis Region,,http://www.guidestar.org/FinDocuments/2005/431/699/2005-431699908-0214ece2-9.pdf,,,2004-07-01 00:00:00,2005-06-30 00:00:00,,,,,,,,334332,,379177,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,12014,,,2004,0,0,0,,,
9999800,431699908,ADVOCATES - THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,Planned Parenthood/St Louis Region,Planned Parenthood,http://pdfs.citizenaudit.org/2012_02_EO/43-1699908_990O_201106.pdf,,,2010-07-01 00:00:00,2011-06-30 00:00:00,,,,,,59,0,46777,0,62392,,,,,,USA,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10169,,,2010,9079,0,0,y,49648,
9999799,431699908,ADVOCATES THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,Planned Parenthood/St Louis Region,Planned Parenthood,http://pdfs.citizenaudit.org/2009_02_EO/43-1699908_990O_200806.pdf,,,2007-07-01 00:00:00,2008-06-30 00:00:00,,,,,,0,0,56501,0,55767,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11072,,,2007,0,0,0,n,0,
9999798,431699908,ADVOCATES - THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,Planned Parenthood/St Louis Region,Planned Parenthood,http://citizenaudit.org/431699908/,,,2011-07-01 00:00:00,2012-06-30 00:00:00,,,,,,94,0,105058,0,66788,,,,,,USA,,,,,,,,,,,,,,,,,,,,y,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11459,,,2011,0,0,0,y,43975,
9999797,452441810,BETTER AMERICA NOW INC,A Better America Now,,http://www.guidestar.org/FinDocuments/2012/452/441/2012-452441810-0981f30f-9O.pdf,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,0,0,210000,0,215010,904-280-1793,183 Landrum Lane,103,Ponte Verde Beach,FL,USA,32082,Robert E Portrie,Robert,E,Portrie,,www.abetteramericanow.com,y,,,,2011,FL,,LBA Certified Public Accountants PA,501 Riverside Ave Suite 800,Jacksonville,FL,904-369-4015,n,,,,,,,,,,,,,210000,,210000,,,,,0,,0,0,0,5254,244,,,,,,,,,,,,,,,,,,,5254,244,,,,,,,,,,,,,OS,a,,,11193,,,2012,65664,0,0,n,,
9999796,452441810,BETTER AMERICA NOW INC,A Better America Now,,http://www.guidestar.org/FinDocuments/2011/452/441/2011-452441810-08464531-ZO.pdf,,04,2011-05-26 00:00:00,2011-12-31 00:00:00,,,x,,x,0,0,50100,0,44846,904-280-1793,183 Landrum Lane,103,Ponte Verde Beach,FL,USA,32082,Robert E Portrie,Robert,E,Portrie,,www.abetteramericanow.com,y,,,,2011,FL,,LBA Certified Public Accountants PA,501 Riverside Ave Suite 800,Jacksonville,FL,904-369-4015,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,a,,,10822,,,2011,0,0,0,n,,
9999795,452441810,BETTER AMERICA NOW INC,A Better America Now,,http://www.guidestar.org/FinDocuments/2013/452/441/2013-452441810-0a962548-ZO.pdf,,04,2013-01-01 00:00:00,2013-12-31 00:00:00,,,,,,0,0,1600,0,1844,904-280-1793,183 Landrum Lane,103,Ponte Verde Beach,FL,USA,32082,Robert E Portrie,Robert,E,Portrie,,www.abetteramericanow.com,y,,,,2011,FL,,LBA Certified Public Accountants PA,501 Riverside Ave Suite 800,Jacksonville,FL,904-369-4015,y,,,,,,,n,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,a,,,11672,,,2013,0,0,0,y,,
9999794,470762497,PLANNED PARENTHOOD VOTERS OF NEBRASKA,Planned Parenthood Voters of Nebraska,,http://pdfs.citizenaudit.org/2010_09_EO/47-0762497_990EO_200912.pdf,,,2009-01-01 00:00:00,2009-12-31 00:00:00,,x,,,,0,0,122400,0,109033,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11034,,,2009,0,0,0,n,,
9999793,020505456,NEW HAMPSHIRE CITIZENS ALLIANCE FOR ACTION,NH Citizens Alliance for Action,,http://990s.foundationcenter.org/990_pdf_archive/020/020505456/020505456_201212_990O.pdf?_ga=1.175785762.1865451625.1477267050,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,50,0,214070,0,200623,603-225-2097,4 Park Street,304,Concord,NH,USA,03301,Gilman Shattuck,Gilman,,Shattuck,,nhcitizenaction.org,y,,,,1998,NH,,Jefferson Chickering and Company,61 North Street,Manchester,NH,03104,y,,,,,,,n,,,,,,195239,,214070,,,,,,,,,0,19191,57868,,,,,,,,,,,,,,,,,,,19191,26245,,,,,,,,,,,,,OS,a,,,11418,,,2012,0,0,0,y,68265,
9999792,020505456,N H CITIZENS ALLIANCE FOR ACTION,NH Citizens Alliance for Action,,http://pdfs.citizenaudit.org/2009_09_EO/02-0505456_990EO_200812.pdf,,,2008-01-01 00:00:00,2008-12-31 00:00:00,x,,,,,0,0,51517,0,35019,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11091,,,2008,0,0,0,n,,
9999791,020505456,NEW HAMPSHIRE CITIZENS ALLIANCE FOR ACTION,NH Citizens Alliance for Action,,http://pdfs.citizenaudit.org/2011_10_EO/02-0505456_990EO_201012.pdf,,,2010-01-01 00:00:00,2010-12-31 00:00:00,,,,,,0,0,76372,0,90749,,,,,,USA,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10185,,,2010,33818,0,0,y,30333,
9999790,020505456,NEW HAMPSHIRE CITIZENS ALLIANCE FOR ACTION,NH Citizens Alliance for Action,,http://pdfs.citizenaudit.org/2012_10_EO/02-0505456_990EO_201112.pdf,,,2011-01-01 00:00:00,2011-12-31 00:00:00,,,,,,0,0,181704,0,166095,,,,,,USA,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10235,,,2011,111,0,0,y,1018,
9999789,020505456,NEW HAMPSHIRE CITIZENS ALLIANCE FOR ACTION,NH Citizens Alliance for Action,,http://990s.foundationcenter.org/990_pdf_archive/020/020505456/020505456_201312_990EO.pdf?_ga=1.175785762.1865451625.1477267050,,04,2013-01-01 00:00:00,2013-12-31 00:00:00,,,,,,0,0,40330,0,51401,603-225-2097,4 Park Street,304,Concord,NH,USA,03301,Gilman Shattuck,Gilman,,Shattuck,,nhcitizenaction.org,y,,,,1998,NH,,Jefferson Chickering and Company,61 North Street,Manchester,NH,03104,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,a,,,11584,,,2013,0,0,0,n,,
9999788,020505456,NEW HAMPSHIRE CITIZENS ALLIANCE FOR ACTION,NH Citizens Alliance for Action,,http://pdfs.citizenaudit.org/2010_09_EO/02-0505456_990EO_200912.pdf,,,2009-01-01 00:00:00,2009-12-31 00:00:00,,,,,,0,0,56624,0,66099,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10277,,,2009,0,0,0,n,,
9999787,134133042,PLANNED PARENTHOOD HUDSON PECONIC ACTION FUND INC,Planned Parenthood Hudson Peconic Action Fund,,http://990s.foundationcenter.org/990_pdf_archive/134/134133042/134133042_201312_990O.pdf?_ga=1.94041886.2093036525.1476740035,,04,2013-01-01 00:00:00,2013-12-31 00:00:00,,,,,,18,3,216067,0,233441,914-467-7300,4 Skyline Drive,,Hawthorne,NY,USA,10532,Andrew Bracco,Andrew,,Bracco,,,y,,,,2001,NY,,Loeb & Troper LLP,655 Third Avenue 12th F;ppr,New York,NY,,n,,,,,,,n,,,,,,189995,,216067,,0,526015,116657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,a,,,11735,,,2013,0,0,0,n,,
9999567,470762497,PLANNED PARENTHOOD VOTERS OF NEBRASKA,Planned Parenthood Voters of Nebraska,,http://citizenaudit.org/470762497/,,,2012-07-01 00:00:00,2013-06-30 00:00:00,,,,,,0,0,130045,0,132106,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11549,,,2012,0,0,0,n,,
9999566,470762497,PLANNED PARENTHOOD VOTERS OF NEBRASKA,Planned Parenthood Voters of Nebraska,,http://pdfs.citizenaudit.org/2013_09_EO/47-0762497_990EO_201206.pdf,,,2011-07-01 00:00:00,2012-06-30 00:00:00,,,,,,0,0,101474,0,107768,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11399,,,2011,0,0,0,n,,
9999565,550588662,WEST VIRGINIANS FOR LIFE INC,West Virginians for Life,,http://pdfs.citizenaudit.org/2009_10_EO/55-0588662_990O_200712.pdf,,04,2007-01-01 00:00:00,2007-12-31 00:00:00,,,,,,0,0,236462,0,248576,304-594-9845,25 Canyon Road,,Morgantown,WV,USA,26508,Brian Louk,Brian,,Louk,,www.wvforlife.org,y,n,n,n,1974,WV,,Parks, Foster & Morris,1517 Mary Lou Retton Dr,Fairmont,WV,26554,n,n,n,n,n,n,n,n,n,2728,0,0,193,233537,0,236462,,20535,0,0,0,y,n,n,0,70430,54091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71731,56274,0,,,,,,,,,,,,OS,y,,,10920,,,2007,0,0,0,n,,
9999786,134133042,PLANNED PARENTHOOD HUDSON PECONIC ACTION FUND INC,Planned Parenthood Hudson Peconic Action Fund,,http://990s.foundationcenter.org/990_pdf_archive/134/134133042/134133042_201212_990EO.pdf?_ga=1.94041886.2093036525.1476740035,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,0,0,181166,0,157934,914-467-7300,4 Skyline Drive,,Hawthorne,NY,USA,10532,Andrew Bracco,Andrew,,Bracco,,,y,,,,2001,NY,,Loeb & Troper LLP,655 Third Avenue 12th F;ppr,New York,NY,,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,a,,,11371,,,2012,17665,0,0,n,,
9999785,134133042,PLANNED PARENTHOOD HUDSON PECONIC ACTION FUND INC,Planned Parenthood Hudson Peconic Action Fund,,http://pdfs.citizenaudit.org/2009_11_EO/13-4133042_990EO_200812.pdf,,,2008-01-01 00:00:00,2008-12-31 00:00:00,,,,,,0,0,147885,0,110580,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10548,,,2008,0,0,0,n,,
9999784,134133042,PLANNED PARENTHOOD HUDSON PECONIC ACTION,Planned Parenthood Hudson Peconic Action Fund,,http://pdfs.citizenaudit.org/2009_01_EO/13-4133042_990O_200712.pdf,,,2007-01-01 00:00:00,2007-12-31 00:00:00,,,,,,0,0,84678,0,92479,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10549,,,2007,0,0,0,n,,
9999564,550588662,WEST VIRGINIANS FOR LIFE INC,West Virginians for Life,,http://pdfs.citizenaudit.org/2013_12_EO/55-0588662_990O_201212.pdf,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,20,6,231546,0,256861,304-594-9845,25 Canyon Road,,Morgantown,WV,USA,26508,Sherri Stevens,Sherri,,Stevens,,www.wvforlife.org,y,n,n,n,1974,WV,,William Earp Public Accounting,890 Four States Rd,Worthington,WV,,n,n,n,n,n,n,n,n,n,0,0,0,0,231343,10000,231343,,20833,0,0,0,n,n,n,0,47821,40001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48700,40880,0,,,,,,,,,,,,OS,y,,,11355,,,2012,0,0,0,n,,
9999563,753008481,MONTANA FAMILY FOUNDATION INC,Montana Family Foundation,,,,,2012-01-01 00:00:00,2012-12-31 00:00:00,,x,,,,0,0,453846,0,534518,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11370,,,2012,0,0,0,n,,
9999562,753008481,MONTANA FAMILY FOUNDATION INC,Montana Family Foundation,,,,,2011-01-01 00:00:00,2011-12-31 00:00:00,,,,,,0,4,444774,0,400752,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11042,,,2011,0,0,0,n,,
9999783,134133042,PLANNED PARENTHOOD HUDSON PECONIC ACTION FUND INC,Planned Parenthood Hudson Peconic Action Fund,,http://pdfs.citizenaudit.org/2012_12_EO/13-4133042_990EO_201112.pdf,,,2011-01-01 00:00:00,2011-12-31 00:00:00,,,,,,0,0,102493,0,103814,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10550,,,2011,0,0,0,n,,
9999782,134133042,PLANNED PARENTHOOD HUDSON PECONIC ACTION FUND INC,Planned Parenthood Hudson Peconic Action Fund,,http://pdfs.citizenaudit.org/2010_12_EO/13-4133042_990EO_200912.pdf,,,2009-01-01 00:00:00,2009-12-31 00:00:00,,,,,,0,0,98107,0,102378,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10551,,,2009,0,0,0,n,,
9999781,134133042,PLANNED PARENTHOOD HUDSON PECONIC ACTION FUND INC,Planned Parenthood Hudson Peconic Action Fund,,http://pdfs.citizenaudit.org/2011_12_EO/13-4133042_990EO_201012.pdf,,,2010-01-01 00:00:00,2010-12-31 00:00:00,,,,,,0,0,99806,0,121907,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10552,,,2010,0,0,0,n,,
9999561,753008481,MONTANA FAMILY FOUNDATION INC,Montana Family Foundation,,,,,2010-01-01 00:00:00,2010-12-31 00:00:00,,,,,,0,5,361260,0,333601,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11043,,,2010,0,0,0,n,,
9999560,753008481,MONTANA FAMILY FOUNDATION INC,Montana Family Foundation,,,,,2009-01-01 00:00:00,2009-12-31 00:00:00,,,,,,11,4,403100,0,255152,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11044,,,2009,0,0,0,n,,
9999559,753008481,MONTANA FAMILY FOUNDATION INC,Montana Family Foundation,,,,,2008-01-01 00:00:00,2008-12-31 00:00:00,,,,,,0,7,248477,0,308293,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11045,,,2008,0,0,0,n,,
9999558,800437221,New Direction Colorado,New Direction Colorado,,,,,2010-01-01 00:00:00,2010-12-31 00:00:00,,,,,,1,0,532550,252500,515245,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11724,,,2010,0,0,0,n,,
9999780,271882031,Association of Doctors for Patient Care,Assn of Doctors for Patient Care,,http://990s.foundationcenter.org/990_pdf_archive/271/271882031/271882031_201312_990O.pdf?_ga=1.25426494.2093036525.1476740035,,06,2013-01-01 00:00:00,2013-12-31 00:00:00,x,,,,,0,1,263673,0,277014,888-215-0553,1210 N Maple Rd,,Ann Arbor,MI,USA,48103,Felicia M Horton,Felicia,M,Horton,,docs4patientcare.org,y,,,,2010,DE,,Manley & Associates,1210 N Maple Rd,Ann Arbor,MI,48103,n,,,,,,,n,,229500,,,,34173,,263673,,,,,,,,,,41131,40226,,,,,,,,,,,,,,,,,,,41131,40226,,,,,,,,,,,,,OS,a,,,11635,,,2013,0,0,0,n,,
9999779,271882031,Association of Doctors for Patient Care,Assn of Doctors for Patient Care,,http://990s.foundationcenter.org/990_pdf_archive/271/271882031/271882031_201212_990O.pdf?_ga=1.25426494.2093036525.1476740035,,06,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,0,0,362198,0,455429,888-215-0553,1210 N Maple Rd,,Ann Arbor,MI,USA,48103,Felicia M Horton,Felicia,M,Horton,,docs4patientcare.org,y,,,,2010,DE,,Manley & Associates,1210 N Maple Rd,Ann Arbor,MI,48103,n,,,,,,,,,304300,,,,57898,,362198,,,,,,,,,0,121530,41131,,,,,,,,,,,,,,,,,,,121530,41131,,,,,,,,,,,,,OS,a,,,11252,,,2012,0,0,0,n,,
9999778,271882031,5,Assn of Doctors for Patient Care,,http://pdfs.citizenaudit.org/2011_12_EO/27-1882031_990O_201012.pdf,,,2010-01-01 00:00:00,2010-12-31 00:00:00,,,x,,,6,0,128907,0,95742,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10707,,,2010,24363,0,0,n,,
9999777,271882031,ASSOCIATION OF DOCTORS FOR PATIENT CARE INC,Assn of Doctors for Patient Care,,http://pdfs.citizenaudit.org/2012_10_EO/27-1882031_990O_201112.pdf,,,2011-01-01 00:00:00,2011-12-31 00:00:00,x,x,,,,0,1,313557,0,216248,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10708,,,2011,0,0,0,n,,
