xml_document_id,ein,orgname,orgnamecrp,ultorg,document_link,dba,subsection_code,period_begin,period_end,change_addr_cbx,change_name_cbx,init_ret_cbx,final_ret_cbx,app_pend_cbx,tot_volunteers,all_year_employees,tot_rev_current,grants_orgs_us,expenses_total,phone,street,suite,city,state,country,zip,principal_name,firstname,middlename,lastname,suffix,web,org_type_corporation_cbx,org_type_trust_cbx,org_type_other_cbx,org_type_association_cbx,formation_year,legal_dom,efile,firm_name,firm_street,firm_city,firm_state,firm_phone,engaged_in_political_act_cbx,officer_loan_outstanding_cbx,officer_loan_provided_cbx,officer_business_rel_cbx,family_business_rel_cbx,officer_in_2orgs_cbx,related_org_cbx,own_controlled_entity_cbx,transfers_related_org_cbx,membership_dues,fundraising,related_orgs,gov_grants,contrib_other,contrib_noncash,contrib_all,service_revenue,total_comp_org,total_comp_related_org,total_comp_other,total_persons_100000,former_1a_cbx,anybody_150000_cbx,anybody_comp_unrelated_cbx,total_contractors,CASH_BOY,CASH_EOY,SAVINGS_BOY,SAVINGS_EOY,PLEDGES_GRANTS_BOY,PLEDGES_GRANTS_EOY,ACCOUNTS_RECEIVABLE_BOY,ACCOUNTS_RECEIVABLE_EOY,QUALIFIED_RECEIVABLE_BOY,QUALIFIED_RECEIVABLE_EOY,DISQUALIFIED_RECEIVABLE_BOY,DISQUALIFIED_RECEIVABLE_EOY,LOANS_RECEIVABLE_BOY,LOANS_RECEIVABLE_EOY,INVEST_PROGRAMS_BOY,INVEST_PROGRAMS_EOY,INTANG_ASSETS_BOY,INTANG_ASSETS_EOY,OTHER_ASSETS_BOY,OTHER_ASSETS_EOY,ASSETS_TOTAL_BOY,ASSETS_TOTAL_EOY,NET_ASSET_CHANGE,FUNDRAISING_MAIL_CBX,FUNDRAISING_EMAIL_CBX,FUNDRAISING_PHONE_CBX,FUNDRAISING_PERSON_CBX,FUNDRAISING_NON_GOV_GRANTS_CBX,FUNDRAISING_GOV_GRANTS_CBX,FUNDRAISING_SPECIAL_EVENTS_CBX,FUNDRAISING_PROF_CBX,FUNDRAISING_TOTAL_GROSS_RECEIPTS,TOTAL_PAID_TO_FUNDRAISER,FUNDRAISING_TOTAL_PAID_ORG,source,mark,orgid,cmteid,filingid,realcode,codesource,displayyear,expoutcands,recipfectot,recipfecattrib,schc,schCtot,dupe
9999859,952408623,PLANNED PARENTHOOD LOS ANGELES,Planned Parenthood Advocacy Project Los Angeles,,http://pdfs.citizenaudit.org/2009_03_EO/95-2408623_990_200806.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,38941640,397888,31032506,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11054,NULL,NULL,2007,0,0,0,n,NULL,NULL
9999498,202308649,FAMILY FOUNDATION ACTION,Family Foundation Action,,NULL,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,11092,0,7684,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10575,NULL,NULL,2008,0,0,0,n,NULL,NULL
9999497,202308649,FAMILY FOUNDATION ACTION,Family Foundation Action,,NULL,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,285217,0,271618,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10576,NULL,NULL,2009,0,0,0,n,NULL,NULL
9999496,202308649,FAMILY FOUNDATION ACTION,Family Foundation Action,,NULL,NULL,NULL,00:00.0,00:00.0,x,x,NULL,NULL,NULL,0,0,97360,0,82605,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10577,NULL,NULL,2011,0,0,0,n,NULL,NULL
9999495,202308649,FAMILY FOUNDATION ACTION,Family Foundation Action,,NULL,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,9202,0,12909,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10578,NULL,NULL,2010,0,0,0,n,NULL,NULL
9999858,201036370,Citizens for Community Values Action,Citizens for Community Values Action,,http://990s.foundationcenter.org/990_pdf_archive/201/201036370/201036370_201212_990O.pdf?_ga=1.262942476.1865451625.1477267050,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,1300,10,809622,4025,788644,513-733-5775,11177 Reading Road,NULL,Cincinnati,OH,USA,45241,Phil Burress,Phil,NULL,Burress,NULL,ccvaction.org,x,NULL,NULL,NULL,2004,OH,NULL,Grear & Company CPAs,5552 Cheviot Road,Cincinnati,OH,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,803521,NULL,803521,NULL,0,76986,1319,NULL,NULL,NULL,NULL,NULL,56969,19530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57448,157125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11562,NULL,NULL,2012,0,0,0,y,NULL,NULL
9999857,421357011,PLANNED PARENTHOOD VOTERS OF IOWA,Planned Parenthood Voters of Iowa,,http://citizenaudit.org/421357011/,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,86,0,230561,0,208999,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11541,NULL,NULL,2012,29546,0,0,n,NULL,NULL
9999856,421357011,FREEDOM FUND OF PLANNED PARENTHOOD OF GREATER IOWA,Planned Parenthood Voters of Iowa,,http://pdfs.citizenaudit.org/2009_03_EO/42-1357011_990O_200806.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,312516,0,313673,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10805,NULL,NULL,2007,0,0,0,n,NULL,NULL
9999494,202308649,FAMILY FOUNDATION ACTION,Family Foundation Action,,NULL,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,8,432030,0,363294,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11408,NULL,NULL,2012,18936,0,0,n,NULL,NULL
9999493,272075668,ARKANSAS FOR COMMON SENSE,Arkansans for Common Sense,,NULL,NULL,4,00:00.0,00:00.0,NULL,NULL,x,NULL,NULL,0,0,1299250,0,1287624,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10711,NULL,NULL,2010,637812,0,0,y,637817,NULL
9999492,273097431,Alliance for Freedom,Alliance for Freedom,,https://www.documentcloud.org/documents/1001709-alliance-for-freedom-2012.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,0,100000,243236,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11268,NULL,NULL,2012,0,0,0,n,NULL,NULL
9999491,273097431,Alliance for Freedom,Alliance for Freedom,,https://www.documentcloud.org/documents/697077-alliance-for-freedom-2011.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,456000,190000,197433,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10386,NULL,NULL,2011,0,0,0,n,NULL,NULL
9999490,273097431,Alliance for Freedom,Alliance for Freedom,,http://pdfs.citizenaudit.org/2014_12_EO/27-3097431_990O_201312.pdf,NULL,4,00:00.0,00:00.0,X,NULL,NULL,NULL,NULL,0,0,0,NULL,15726,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,12103,NULL,NULL,2013,0,0,0,NULL,NULL,NULL
9999489,273097431,Alliance for Freedom,Alliance for Freedom,,https://www.documentcloud.org/documents/412221-alliance-for-freedom.html,NULL,4,00:00.0,00:00.0,x,x,x,NULL,NULL,0,0,4375500,4325000,4375434,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10006,NULL,NULL,2010,0,703772,703772,n,NULL,NULL
9999488,274892968,Michigan Alliance for Business Growth,Michigan Alliance for Business Growth,,http://990s.foundationcenter.org/990_pdf_archive/274/274892968/274892968_201312_990O.pdf?_ga=1.118666506.2093036525.1476740035,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,65,3,389494,0,482471,616-485-4812,40 Monroe Center NW,201,Grand Rapids,MI,USA,49503,Rick Baker,Rick,NULL,Baker,NULL,NULL,y,NULL,NULL,NULL,2011,MI,NULL,Korte & Kowatch,15 Ionia Avenue SW Suite 505,Grand Rapids,MI,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,386435,NULL,386435,NULL,166400,0,17534,NULL,x,x,NULL,NULL,3892,30756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,518581,204219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11614,NULL,NULL,2013,0,0,0,n,NULL,NULL
9999487,274892968,Michigan Alliance for Business Growth,Michigan Alliance for Business Growth,,https://www.documentcloud.org/documents/1308248-michigan-alliance-for-business-growth-2012.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,65,2,13993054,12920728,13941717,616-485-4812,40 Monroe Center NW,201,Grand Rapids,MI,USA,49503,Rick Baker,Rick,NULL,Baker,NULL,NULL,y,NULL,NULL,NULL,2011,MI,NULL,Korte & Kowatch,15 Ionia Avenue SW Suite 505,Grand Rapids,MI,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11518,NULL,NULL,2012,0,0,0,n,NULL,NULL
9999855,421357011,FREEDOM FUND OF PLANNED PARENTHOOD OF GREATER IOWA,Planned Parenthood Voters of Iowa,,http://pdfs.citizenaudit.org/2008_07_EO/42-1357011_990EO_200706.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,27332,0,47188,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10806,NULL,NULL,2006,0,0,0,n,NULL,NULL
9999854,421357011,FREEDOM FUND OF PLANNED PARENTHOOD OF GREATER IOWA,Planned Parenthood Voters of Iowa,,http://pdfs.citizenaudit.org/2010_03_EO/42-1357011_990EO_200906.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,149652,0,95445,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10807,NULL,NULL,2008,0,0,0,n,NULL,NULL
9999853,421357011,PLANNED PARENTHOOD VOTERS OF IOWA,Planned Parenthood Voters of Iowa,,http://pdfs.citizenaudit.org/2012_07_EO/42-1357011_990O_201106.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,298,0,239990,0,286878,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10808,NULL,NULL,2010,0,0,0,n,NULL,NULL
9999485,860105741,ARIZONA CREDIT UNION LEAGUE INC,Arizona Credit Union League,Credit Union National Assn              ,http://pdfs.citizenaudit.org/2009_01_EO/86-0105741_990O_200712.pdf,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,834787,0,1073432,NULL,10210 N 25th Ave No 211,NULL,Phoenix,AZ,USA,85201,Shaun Ongstad,Shaun,NULL,Ongstad,NULL,azcreditunion.org,y,NULL,NULL,NULL,1934,AZ,NULL,Clinton Gunderson LLP,335 N Wilmot Road Suite 300,Tuscon,AZ,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,10971,NULL,NULL,2007,0,0,0,n,NULL,NULL
9999484,860105741,ARIZONA CREDIT UNION LEAGUE INC,Arizona Credit Union League,Credit Union National Assn              ,http://pdfs.citizenaudit.org/2009_12_EO/86-0105741_990O_200812.pdf,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,9,22,814021,0,1049495,NULL,10210 N 25th Ave No 211,NULL,Phoenix,AZ,USA,85201,Shaun Ongstad,Shaun,NULL,Ongstad,NULL,azcreditunion.org,y,NULL,NULL,NULL,1934,AZ,NULL,Clinton Gunderson LLP,335 N Wilmot Road Suite 300,Tuscon,AZ,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,10972,NULL,NULL,2008,0,0,0,n,NULL,NULL
9999852,421357011,PP VOTERS OF IOWA,Planned Parenthood Voters of Iowa,,http://pdfs.citizenaudit.org/2011_02_EO/42-1357011_990EO_201006.pdf,NULL,NULL,00:00.0,00:00.0,NULL,x,NULL,NULL,NULL,0,0,108983,0,158035,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10809,NULL,NULL,2009,0,0,0,n,NULL,NULL
9999851,421357011,PLANNED PARENTHOOD VOTERS OF IOWA,Planned Parenthood Voters of Iowa,,http://pdfs.citizenaudit.org/2013_08_EO/42-1357011_990O_201206.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,356,0,266051,0,289046,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11416,NULL,NULL,2011,0,0,0,n,NULL,NULL
9999850,453154225,Americans Who Advocate Responsible Efforts,Americans Who Advocate Responsible Efforts,,https://www.documentcloud.org/documents/1302824-americans-who-advocate-responsible-efforts-2012.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,x,15,0,1700000,920000,1483476,202-906-8622,1300 I Street NW,Suite 300 West,Washington,DC,USA,20005,Stuart Sandler,Stuart,NULL,Sandler,NULL,NULL,y,NULL,NULL,NULL,2011,VA,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,1700000,NULL,1700000,NULL,0,0,0,NULL,NULL,NULL,NULL,1,1687,218.211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1687,218.211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11514,NULL,NULL,2012,0,1080051,200000,n,NULL,NULL
9999483,860105741,ARIZONA CREDIT UNION LEAGUE INC,Arizona Credit Union League,Credit Union National Assn              ,http://990s.foundationcenter.org/990_pdf_archive/860/860105741/860105741_200912_990O.pdf?_ga=1.97761692.2093036525.1476740035,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,9,21,985458,0,1057995,NULL,10210 N 25th Ave No 211,NULL,Phoenix,AZ,USA,85201,Shaun Ongstad,Shaun,NULL,Ongstad,NULL,azcreditunion.org,y,NULL,NULL,NULL,1934,AZ,NULL,Clinton Gunderson LLP,335 N Wilmot Road Suite 300,Tuscon,AZ,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,954751,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,0,202,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2845421,2675955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,10973,NULL,NULL,2009,0,0,0,n,NULL,NULL
